303	https://doi.org/10.1016/j.pep.2004.08.016	https://www.ncbi.nlm.nih.gov/pubmed/15477088
304	https://doi.org/10.1016/S0014-5793%2803%2900070-X	https://www.ncbi.nlm.nih.gov/pubmed/12606030
439	https://doi.org/10.1016/j.cub.2005.10.048	https://www.ncbi.nlm.nih.gov/pubmed/16289642
464	https://doi.org/10.1110/ps.051718605	https://www.ncbi.nlm.nih.gov/pubmed/16322578
571	https://doi.org/10.1093/dnares/8.5.221	https://www.ncbi.nlm.nih.gov/pubmed/11759842
611	https://doi.org/10.1038/ncb1334	https://www.ncbi.nlm.nih.gov/pubmed/16284622
1025	https://doi.org/10.1073/pnas.0500617102	https://www.ncbi.nlm.nih.gov/pubmed/15824318
1042	https://doi.org/10.1016/j.cell.2006.04.038	https://www.ncbi.nlm.nih.gov/pubmed/16777607
1043	https://doi.org/10.1016/j.cell.2006.07.024	https://www.ncbi.nlm.nih.gov/pubmed/16904174
1074	https://doi.org/10.1074/jbc.M501423200	https://www.ncbi.nlm.nih.gov/pubmed/15863505
1125	https://doi.org/10.1093/nar/gkm067	https://www.ncbi.nlm.nih.gov/pubmed/17311810
1182	https://doi.org/10.1016/S0092-8674%2803%2900393-3	https://www.ncbi.nlm.nih.gov/pubmed/12787504
1185	https://doi.org/10.1534/genetics.106.056945	https://www.ncbi.nlm.nih.gov/pubmed/16547094
1258	https://doi.org/10.1002/yea.1502	https://www.ncbi.nlm.nih.gov/pubmed/17583893
1489	https://doi.org/10.1186/1471-213X-6-2	https://www.ncbi.nlm.nih.gov/pubmed/16426460
1529	https://doi.org/10.1016/j.cell.2007.03.052	https://www.ncbi.nlm.nih.gov/pubmed/17574021
1574	https://doi.org/10.1073/pnas.0703268104	https://www.ncbi.nlm.nih.gov/pubmed/17495026
1608	https://doi.org/10.1073/pnas.072087599	https://www.ncbi.nlm.nih.gov/pubmed/11917121
1617	https://doi.org/10.1038/nature01646	https://www.ncbi.nlm.nih.gov/pubmed/12774123
1627	https://doi.org/10.1038/nature05902	https://www.ncbi.nlm.nih.gov/pubmed/17597759
1646	https://doi.org/10.1016/j.ccr.2007.08.003	https://www.ncbi.nlm.nih.gov/pubmed/17785202
1672	https://doi.org/10.1016/j.stem.2007.08.008	https://www.ncbi.nlm.nih.gov/pubmed/18371358
1737	https://doi.org/10.1016/j.cell.2006.03.032	https://www.ncbi.nlm.nih.gov/pubmed/16713569
1884	https://doi.org/10.1186/1471-2180-6-39	https://www.ncbi.nlm.nih.gov/pubmed/16646962
1893	https://doi.org/10.1016/j.cell.2007.11.019	https://www.ncbi.nlm.nih.gov/pubmed/18035408
1927	https://doi.org/10.1371/journal.pone.0006529	https://www.ncbi.nlm.nih.gov/pubmed/19657394
1950	https://doi.org/10.1186/1746-4811-4-3	https://www.ncbi.nlm.nih.gov/pubmed/18211686
1953	https://doi.org/10.1016/j.bbamem.2007.11.015	https://www.ncbi.nlm.nih.gov/pubmed/18177733
2069	https://doi.org/10.1261/rna.1351608	https://www.ncbi.nlm.nih.gov/pubmed/18978028
2109	https://doi.org/10.1016/j.pep.2007.08.015	https://www.ncbi.nlm.nih.gov/pubmed/17949993
2141	https://doi.org/10.1002/biot.200700170	https://www.ncbi.nlm.nih.gov/pubmed/18064608
2187	https://doi.org/10.1016/j.cub.2005.05.055	https://www.ncbi.nlm.nih.gov/pubmed/16005298
2190	https://doi.org/10.1073/pnas.0702866104	https://www.ncbi.nlm.nih.gov/pubmed/17517596
2191	https://doi.org/10.1016/j.cell.2007.11.039	https://www.ncbi.nlm.nih.gov/pubmed/18160041
2271	https://doi.org/10.1038/ng.248	https://www.ncbi.nlm.nih.gov/pubmed/18953339
2276	https://doi.org/10.1534/genetics.108.090274	https://www.ncbi.nlm.nih.gov/pubmed/18723890
2293	https://doi.org/10.1016/j.ydbio.2005.11.046	https://www.ncbi.nlm.nih.gov/pubmed/16499902
2306	https://doi.org/10.1038/nature07314	https://www.ncbi.nlm.nih.gov/pubmed/18754011
2330	https://doi.org/10.1016/j.cub.2008.08.013	https://www.ncbi.nlm.nih.gov/pubmed/18818082
2406	https://doi.org/10.1016/j.cell.2007.03.052	https://www.ncbi.nlm.nih.gov/pubmed/17574021
2407	https://doi.org/10.1083/jcb.200805041	https://www.ncbi.nlm.nih.gov/pubmed/19075109
2437	https://doi.org/10.1371/journal.pgen.1000174	https://www.ncbi.nlm.nih.gov/pubmed/18773071
2450	https://doi.org/10.1038/nprot.2008.70	https://www.ncbi.nlm.nih.gov/pubmed/18546598
2455	https://doi.org/10.1093/nar/gkp015	https://www.ncbi.nlm.nih.gov/pubmed/19174563
2497	https://doi.org/10.1371/journal.pone.0001648	https://www.ncbi.nlm.nih.gov/pubmed/18286202
2524	https://doi.org/10.1038/nature07863	https://www.ncbi.nlm.nih.gov/pubmed/19252478
2545	https://doi.org/10.1371/journal.pone.0006529	https://www.ncbi.nlm.nih.gov/pubmed/19657394
2591	https://doi.org/10.1038/nature07265	https://www.ncbi.nlm.nih.gov/pubmed/18754012
2604	https://doi.org/10.1186/1755-8417-1-3	https://www.ncbi.nlm.nih.gov/pubmed/19014667
2632	https://doi.org/10.1158/0008-5472.CAN-04-0017	https://www.ncbi.nlm.nih.gov/pubmed/15342384
2681	https://doi.org/10.1261/rna.1229409	https://www.ncbi.nlm.nih.gov/pubmed/19324964
2703	https://doi.org/10.1016/j.ab.2009.05.033	https://www.ncbi.nlm.nih.gov/pubmed/19481053
2727	https://doi.org/10.1038/nature08109	https://www.ncbi.nlm.nih.gov/pubmed/19553991
2827	https://doi.org/10.1016/j.cub.2007.07.041	https://www.ncbi.nlm.nih.gov/pubmed/17702576
2846	https://doi.org/10.1016/j.cell.2009.04.042	https://www.ncbi.nlm.nih.gov/pubmed/19615732
2913	https://doi.org/10.1371/journal.pbio.1000257	https://www.ncbi.nlm.nih.gov/pubmed/20016684
2931	https://doi.org/10.1002/dvdy.21354	https://www.ncbi.nlm.nih.gov/pubmed/17948311
2958	https://doi.org/10.1371/journal.ppat.1000578	https://www.ncbi.nlm.nih.gov/pubmed/19750217
2999	https://doi.org/10.1158/0008-5472.CAN-07-1590	https://www.ncbi.nlm.nih.gov/pubmed/17909066
3089	https://doi.org/10.1371/journal.pone.0000916	https://www.ncbi.nlm.nih.gov/pubmed/17878951
3107	https://doi.org/10.1093/nar/gkp1178	https://www.ncbi.nlm.nih.gov/pubmed/20047968
3195	https://doi.org/10.1016/j.mrfmmm.2010.01.016	https://www.ncbi.nlm.nih.gov/pubmed/20096707
3196	https://doi.org/10.1016/j.plasmid.2010.01.002	https://www.ncbi.nlm.nih.gov/pubmed/20132838
3220	https://doi.org/10.1083/jcb.200702062	https://www.ncbi.nlm.nih.gov/pubmed/17576797
